SPBC16H5.08c,SPBC16H5.08c
MNC17.17,AT5G59260
MNC17_17,AT5G59260
CTLA4,CTLA4
ALPS5,CTLA4
CD,NOD2
CD152,CTLA4
CELIAC3,CTLA4
CTLA-4,CTLA4
GRD4,CTLA4
GSE,HLA-DQA1
IDDM12,CTLA4
ACTIN-RELATED PROTEIN C2A,DIS2
ARPC2A,DIS2
DISTORTED TRICHOMES 2,DIS2
GLOD4,GLOD4
C17orf25,GLOD4
HC71,GLOD4
L000002953,PAP2
TRF4,Papd7
"non-canonical poly(A) polymerase PAP2",PAP2
Cxcr2,Cxcr2
Cmkar2,Cxcr2
Il8rb,Cxcr2
HRS1,PGD1
HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1,HRS1
T6J4.6,HRS1
T6J4_6,HRS1
C1orf162,C1orf162
lin-15B,lin-15B
CELE_ZK662.4,lin-15B
lin-15,lin-15A
EXOC6B,EXOC6B
SEC15B,SEC15B
SEC15L2,EXOC6B
Ubqln4,Ubqln4
A1Up,UBQLN4
A1u,Ubqln4
AI663987,Ubqln4
CIP75,UBQLN4
UBIN,UBQLN4
LOC101930123,LOC101930123
SPAC3H8.04,SPAC3H8.04
KCNK2,KCNK2
K2p2.1,KCNK2
TPKC1,KCNK2
TREK,KCNK2
TREK-1,KCNK2
TREK1,KCNK2
hTREK-1c,KCNK2
hTREK-1e,KCNK2
WDR59,WDR59
DBX1,DBX1
LARGE,LARGE
MDC1D,LARGE
MDDGA6,LARGE
MDDGB6,LARGE
TRAJ56,TRAJ56
ZDHHC15,ZDHHC15
MRX91,ZDHHC15
Cpr64Ac,Cpr64Ac
CG15008,Cpr64Ac
DmelCG15008,Cpr64Ac
DmelCpr64Ac,Cpr64Ac
SIX3,SIX3
HPE2,SIX3
MAGEH1,MAGEH1
APR-1,MAGEH1
APR1,INO1
MAGEH,MAGEH1
Brca2,Brca2
30169,Brca2
"BcDNA:SD25109",Brca2
CG13583,Brca2
CG13584,Brca2
CG30169,Brca2
Dmbrca2,Brca2
DmelCG30169,Brca2
L000003316,NIF3
AT3G05190,AT3G05190
T12H1.16,AT3G05190
T12H1_16,AT3G05190
JMJ14,JMJ14
F9F13.50,JMJ14
F9F13_50,JMJ14
JUMONJI 14,JMJ14
PKDM7B,JMJ14
BPM3,BPM3
ATBPM3,BPM3
T5I7.6,BPM3
T5I7_6,BPM3
SPBC16A3.16,SPBC16A3.16
cwc27,SPBC16A3.16
CGT1,CGT1
C4_05760W,CGT1
C4_05760W_B,CGT1
CA3459,CGT1
CAWG_03247,CGT1
CGT1.3f,CGT1
CaO19.1261,CGT1
CaO19.8846,CGT1
CaO6.5728,CGT1
Contig4-2968_0008,CGT1
IPF18334.2,CGT1
IPF26081.1,CGT1
IPF8518.2,CGT1
IPF8519.1,CGT1
orf19.1261,CGT1
orf19.8846,CGT1
orf6.5728,CGT1
set-30,set-30
CELE_ZC8.3,set-30
tag-226,set-30
L17,RpL23
PD-1,PDCD1
RPL23,RPL23
PLAA,PLAA
DOA1,DOA1
PLA2P,Plaa
Grn,Grn
Pgrn,Grn
epithelin,Grn
BTRC,BTRC
BETA-TRCP,BTRC
FBW1A,BTRC
FBXW1A,BTRC
bTrCP,BTRC
bTrCP1,BTRC
betaTrCP,btrc
CDC42SE2,CDC42SE2
SPEC2,CDC42SE2
Heatr3,Heatr3
C030036P15Rik,Heatr3
2310033P09Rik,2310033P09Rik
Mmtag2,2310033P09Rik
Dner,Dner
A930026D19Rik,Dner
BET,Ptprj
Bret,Dner
Rb97D,Rb97D
CG6354,Rb97D
DmelCG6354,Rb97D
Hrb97D,Rb97D
R16,SLC1A5
RBP97D,Rb97D
Rb97D1,Rb97D
"ms(3)03445",Rb97D
rbf,Rb97D
AGPAT9,AGPAT9
AGPAT 10,AGPAT9
AGPAT8,LCLAT1
GPAT3,AGPAT9
LPAAT-theta,AGPAT9
SERPINE1,SERPINE1
PAI,SERPINB2
PAI-1,Serpine2
PAI1,PAI1
PLANH1,SERPINE1
YHR112C,YHR112C
putative cystathionine beta-lyase,YHR112C
galF,galF
UL144,UL144
AT2G47840,AT2G47840
F17A22.23,AT2G47840
Ankfy1,Ankfy1
Ankhzn,Ankfy1
ZFYVE14,ANKFY1
mKIAA1255,Ankfy1
nipi-3,nipi-3
CELE_K09A9.1,nipi-3
yihQ,yihQ
Os01g0764000,Os01g0764000
lov,lov
091y,lov
91Y,lov
BTB-III,lov
BtbIII,lov
CG16778,lov
CG2672,lov
DmelCG16778,lov
TKR,TKTL1
anon-G2,lov
dTKR,lov
g2,yellow-g2
"l(2)06225","l(2)06225"
"BcDNA:RE20862","l(2)06225"
"BcDNA:RH28372","l(2)06225"
CG6105,"l(2)06225"
DmelCG6105,"l(2)06225"
"I(2)06225","l(2)06225"
"anon-EST:Posey10","l(2)06225"
CYS1,CYS1
KDM1A,KDM1A
AOF2,KDM1A
BHC110,KDM1A
KDM1,KDM1A
PAX4,PAX4
KPD,PAX4
MODY9,PAX4
Usp40,Usp40
B230215L03Rik,Usp40
C730029K03,Usp40
SPCC162.06c,SPCC162.06c
CG32350,CG32350
"BcDNA:LD20292",CG32350
DmelCG32350,CG32350
Vps11,Vps11
Rab30,Rab30
AAF52477,Rab30
CG9100,Rab30
DmRab30,Rab30
DmelCG9100,Rab30
Q9VM50,Rab30
ATP7,ATP7
CG1886,ATP7
DmATP7,ATP7
DmelCG1886,ATP7
lincRNA.S9122,ATP7
Hnrnpk,Hnrnpk
Hnrpk,Hnrnpk
KBBP,Hnrnpk
NOVA,Hnrnpk
AT4G39240,AT4G39240
T22F8.140,AT4G39240
T22F8_140,AT4G39240
PIG1,Nufip2
L000001436,PIG1
protein phosphatase regulator PIG1,PIG1
D1007.4,D1007.4
YPR096C,YPR096C
Lyrm5,Lyrm5
4930469P12Rik,Lyrm5
AL022899,Lyrm5
Ghiso,Lyrm5
DNAJC1,DNAJC1
DNAJL1,DNAJC1
ERdj1,Dnajc1
HTJ1,DNAJC1
MTJ1,Dnajc1
AT4G39050,AT4G39050
F19H22.150,AT4G39050
F19H22_150,AT4G39050
HSD17B4,HSD17B4
MFE-2,Hsd17b4
MPF-2,Hsd17b4
PRLTS1,HSD17B4
SDR8C1,HSD17B4
SUGP1,SUGP1
F23858,SUGP1
RBP,RENBP
SF4,SUGP1
AN4761.2,AN4761.2
Akap3,Akap3
Prka3,Akap3
vha-19,vha-19
CELE_Y55H10A.1,vha-19
SPAC1687.02,SPAC1687.02
Lrp5,Lrp5
BMND1,LRP5
HBM,LRP5
LR3,LRP5
LRP7,LRP5
OPPG,LRP5
mKIAA4142,Lrp5
C2_08010W,BLM3
C2_08010W_B,BLM3
CA3737,BLM3
CAWG_05893,BLM3
CaO19.2182,BLM3
CaO19.9728,BLM3
CaO6.6081,BLM3
Contig4-3057_0004,BLM3
Contig4-3057_0005,BLM3
IPF25148.1,BLM3
IPF5529.1,BLM3
orf19.2182,BLM3
orf19.9728,BLM3
orf6.6081,BLM3
CG30409,CG30409
CG9872,CG30409
DmelCG30409,CG30409
CG1307,CG1307
"BG:DS00004.12",CG1307
DmelCG1307,CG1307
GUSB,GUSB
BG,APOH
MPS7,GUSB
DPYD,DPYD
DHP,Dpys
DHPDHASE,DPYD
DPD,DPYD
CG1690,CG1690
DmelCG1690,CG1690
InR,InR
18402,InR
CG18402,InR
DIHR,InR
DILR,InR
DIRH,InR
DIRbeta,InR
DInR,InR
Dir-a,InR
Dir-b,InR
DmelCG18402,InR
INS,INS
IR,InR
Inr-alpha,InR
Inr-beta,InR
InsR,InR
dInsR,InR
er10,InR
insulin/insulin-like growth factor receptor,InR
"l(3)05545",InR
"l(3)93Dj",InR
"l(3)er10",InR
lnR,InR
SRO77,SRO77
L000004194,SRO77
SNI2,SRO77
SOP2,INP53
ALKBH2,ALKBH2
ABH2,ALKBH2
ORF4,Cttnbp2
Nhlrc2,Nhlrc2
1200003G01Rik,Nhlrc2
AI835049,Nhlrc2
AV002846,Nhlrc2
AW496455,Nhlrc2
Ermn,Ermn
A330104H05Rik,Ermn
AI854460,Ermn
ermin,ERMN
mKIAA1189,Ermn
Fbxw7,Fbxw7
1110001A17Rik,Fbxw7
AGO,FBXW7
Cdc4,Fbxw7
Fbw7,Fbxw7
Fbwd6,Fbxw7
Fbx30,FBXO30
Fbxo30,Fbxo30
Fbxw6,Fbxw7
SEL-10,FBXW7
HEC1,NDC80
HECATE 1,HEC1
K21H1.2,HEC1
K21H1_2,HEC1
CELE_C50B6.3,CELE_C50B6.3
NSMF,NSMF
HH9,NSMF
NELF,Nelf-E
SNORD75,SNORD75
U75,SNORD75
mys-2,mys-2
CELE_K03D10.3,mys-2
DAOA,DAOA
LG72,DAOA
SG72,DAOA
T26A5.5,T26A5.5
FBA2,FBA2
F19H22.70,FBA2
F19H22_70,FBA2
fructose-bisphosphate aldolase 2,FBA2
CG6808,CG6808
CG31372,CG6813
DmelCG6808,CG6808
yceF,yceF
pdh1,pdh1
CG13991,CG13991
DmelCG13991,CG13991
CG3642,Clp
CPSF30,CPSF30
DmelCG3642,Clp
Ssb-c6a,Clp
c6a,Clp
AT5G40620,AT5G40620
MNF13.17,AT5G40620
MNF13_17,AT5G40620
Cfi,Cfi
Foxm1,Foxm1
AA408308,Foxm1
AW554517,Foxm1
BB238854,Foxm1
Fkh16,Foxm1
Foxm1b,Foxm1
HFH-11B,Foxm1
Mpm2,Foxm1
WIN,Foxm1
Upb1,Upb1
Bup1,Upb1
CHK1,grp
L000004861,CHK1
serine/threonine protein kinase CHK1,CHK1
M106.7,M106.7
Blnk,Blnk
BASH,BLNK
Bca,Blnk
Ly-57,Blnk
Ly57,Blnk
Lyw-57,Blnk
SLP-65,BLNK
yjcD,yjcD
typA,typA
ECK3864,typA
JW5571,typA
bipA,bipA
yihK,typA
Rps27,Rps27
3200001M24Rik,Rps27
fut-3,fut-3
CELE_F59E12.13,fut-3
ceft-4,fut-3
tag-8,fut-3
klp-7,klp-7
gamma-PAK,Pak2
PET9,PET9
AAC2,SLC25A5
ADP/ATP carrier protein PET9,PET9
L000000004,PET9
L000001386,PET9
L000004346,PET9
OP1,Bmp7
hscA,hscA
CHL15,CTF4
L000000326,CTF4
chromatin-binding protein CTF4,CTF4
Arp1,Actr1a
ARP87C,Arp1
Actr87C,Arp1
Arp,"Su(z)2"
Arp-1,Arp1
CG6174,Arp1
DmelCG6174,Arp1
gdl,Arp1
grid,Arp1
PAX2,sv
FSGS7,PAX2
PAPRS,PAX2
SETD3,SETD3
C14orf154,SETD3
CD38,CD38
ADPRC 1,Cd38
T10,Act57B
Shfm1,Shfm1
Shfdg1,SHFM1
Shfg,Shfm1
CG8366,CG8366
DmelCG8366,CG8366
CG15212,CG15212
"BcDNA:RE28658",CG15212
DmelCG15212,CG15212
AT1G10586,AT1G10586
Gas1,Gas1
AW554192,Gas1
Gas-1,Gas1
SPAC806.04c,SPAC806.04c
Hsp70Ba,Hsp70Ba
CG31449,Hsp70Ba
DmelCG31449,Hsp70Ba
"Hsp70(87C)",Hsp70Bc
Hsp70B,Hsp70Bc
hsp70 87C,Hsp70Bc
hsp70 Ba,Hsp70Ba
agn2,agn2
zbtb16a,zbtb16a
"wu:fb93g12",zbtb16a
"wu:fc07c10",zbtb16a
zbtb16,zbtb16a
"zgc:55675",zbtb16a
NKX6-3,NKX6-3
NKX6.3,NKX6-3
PNUTS,PPP1R10
CG31657,PNUTS
CG33526,PNUTS
CG4124,PNUTS
DmelCG33526,PNUTS
PNUTS-RB,PNUTS
PNUTSDm,PNUTS
AT3G57750,AT3G57750
PFL0075w,PFL0075w
YHR219W,YHR219W
AT4G33500,AT4G33500
F17M5.260,AT4G33500
F17M5_260,AT4G33500
dlc-2,dlc-2
CELE_M18.2,dlc-2
AGFG1,AGFG1
HRB,AGFG1
RAB,Agfg1
RIP,Ptpn13
RCAR3,RCAR3
MFH8.10,RCAR3
MFH8_10,RCAR3
PYL8,RCAR3
PYR1-like 8,RCAR3
regulatory components of ABA receptor 3,RCAR3
lin-7,lin-7
ESR1,MEC1
ESR,Esr1
ESRA,ESR1
ESTRR,ESR1
Era,ESR1
NR3A1,ESR1
GPC4,GPC4
K-glypican,GPC4
FAM65B,FAM65B
C6orf32,FAM65B
DIFF40,FAM65B
DIFF48,FAM65B
MYONAP,FAM65B
PL48,FAM65B
Map3k11,Map3k11
Mlk-3,Map3k11
Mlk3,Map3k11
RHOE,Map3k11
MAPKKK9,MAPKKK9
MAPK/ERK KINASE KINASE 2,MAPKKK9
MEKK2,MAP3K2
T15F16.3,MAPKKK9
T15F16_3,MAPKKK9
mitogen-activated protein kinase kinase kinase 9,MAPKKK9
ELC-Like,ELC-Like
ELCH-like,ELC-Like
MAC12.18,ELC-Like
MAC12_18,ELC-Like
spt-4,spt-4
CELE_F54C4.2,spt-4
pqn-29,pqn-29
CELE_F10F2.9,pqn-29
AK1,AK-LYS1
HTL-S-58j,AK1
tam1,tam1
Cep164,Cep164
AI450905,Cep164
BC027092,Cep164
D030051D21,Cep164
mKIAA1052,Cep164
L000003495,TFB2
TFIIH/NER complex subunit TFB2,TFB2
SPAC24C9.11,SPAC24C9.11
zfp36,zfp36
c3h-1,zfp36
g0s24,zfp36
gos24,zfp36
nup475,zfp36
rnf162a,zfp36
tis11,zfp36
ttp,zfp36
CoVa,CoVa
CG14724,CoVa
COXA_DROME,CoVa
DmelCG14724,CoVa
Va,CoVa
tend,CoVa
CIPK13,CIPK13
ATWL2,CIPK13
CBL-interacting protein kinase 13,CIPK13
F13P17.2,CIPK13
F13P17_2,CIPK13
SNF1-RELATED PROTEIN KINASE 3.7,CIPK13
SnRK3.7,CIPK13
WL2,CIPK13
WPL4-LIKE 2,CIPK13
lron-10,lron-10
CELE_Y39A1A.7,lron-10
yhdP,yhdP
PGAM1,PGAM4
HEL-S-35,PGAM1
PGAM-B,PGAM4
PGAMA,PGAM1
Sema4g,Sema4g
AI507908,Sema4g
AW554132,Sema4g
CNN1,CNN1
eif-1.A,eif-1.A
CELE_H06H21.3,eif-1.A
LOC100363620,LOC100363620
K02F6.7,K02F6.7
Unc-89,Unc-89
"BEST:HL01080",Unc-89
CG18019,Unc-89
CG18020,Unc-89
CG18021,Unc-89
CG30171,Unc-89
CG30175,Unc-89
CG33519,Unc-89
CG3901,Unc-89
CT12925,Unc-89
CT40322,Unc-89
CT40326,Unc-89
DmelCG33519,Unc-89
obs,Unc-89
SPCC1919.07,SPCC1919.07
Csnk1g1,Csnk1g1
mir-2c,mir-2c
CR33560,mir-2c
CR42936,mir-2c
DmelCR42936,mir-2c
Dmel_CR33560,mir-2c
dme-miR-2c,mir-2c
miR2c,mir-2c
IGKV1-33,IGKV1-33
IGKV133,IGKV1-33
O18,IGKV1-33
CTSB,CTSB
APPS,CTSB
CPSB,CTSH
CMTR2,CMTR2
AFT,CMTR2
FTSJD1,CMTR2
HMTr2,CMTR2
MTr2,CMTR2
ACN9,SDH7
SDHAF3,Acn9
VPS9,VPS9
L000002659,VPS9
VPL31,VPS9
VPT9,VPS9
guanine nucleotide exchange factor VPS9,VPS9
CG11581,CG11581
DmelCG11581,CG11581
ARPC3,ARPC3
ARC21,ARPC3
p21-Arc,ARPC3
CD84,CD84
LY9B,CD84
SLAMF5,CD84
hCD84,CD84
mCD84,CD84
ZNF521,ZNF521
EHZF,ZNF521
AT2G46620,AT2G46620
F13A10.15,AT2G46620
cua-1,cua-1
ychG,ychG
Tmem199,Tmem199
AI316787,Tmem199
AI848469,Tmem199
R74819,Tmem199
Mapmodulin,Mapmodulin
Anp32a,Anp32a
CG5784,Mapmodulin
CT18148,Mapmodulin
CT42180,Mapmodulin
DmelCG5784,Mapmodulin
"anon-EST:fe3A2",Mapmodulin
PCGF6,PCGF6
MBLR,Pcgf6
RNF134,PCGF6
spb1,spb1
pmt2,spb1
pxb,pxb
"BcDNA:RE16319",pxb
CG14873,pxb
CG14874,pxb
CG33207,pxb
CG33207/Pxb,pxb
DmelCG33207,pxb
uhpC,uhpC
cchB,eutN
comm,comm
CG17943,comm
DmelCG17943,comm
ZNF710,ZNF710
MRPL47,MRPL47
L47mt,Mrpl47
MRP-L47,Mrpl47
NCM1,Mrpl47
BICD1,BICD1
BICD,BICD1
eat-20,eat-20
Gnl3l,Gnl3l
BC020354,Gnl3l
Itpka,Itpka
PR5K,PR5K
MXA21.170,PR5K
MXA21_170,PR5K
PR5-like receptor kinase,PR5K
YER152C,YER152C
2-aminoadipate transaminase,YER152C
F54D10.3,F54D10.3
CELE_F54D10.3,F54D10.3
ybaW,ybaW
SLC26A4-AS1,SLC26A4-AS1
Sult1d1,Sult1d1
5033411P13Rik,Sult1d1
AI987815,Sult1d1
ST1d1,Sult1d1
SULT-N,Sult1d1
Sultn,Sult1d1
sdz-30,sdz-30
CELE_T04D3.2,sdz-30
ynjA,ynjA
NUPL2,NUPL2
NLP-1,Nupl2
NLP_1,NUPL2
hCG1,NUPL2
ZUO1,DNAJC2
L000002571,ZUO1
zuotin,ZUO1
DKK1,DKK1
DKK-1,DKK1
SK,DKK1
DUF5,DUF5
ATDUF5,DUF5
DOMAIN OF UNKNOWN FUNCTION 724 5,DUF5
T8I13.6,DUF5
TEX33,TEX33
C22orf33,TEX33
EAN57,TEX33
cE81G9.2,TEX33
CG7192,CG7192
DmelCG7192,CG7192
rtet,rtet
"BcDNA:LD28419",rtet
CG5760,rtet
DmelCG5760,rtet
Drtet,rtet
anon-WO0119857.1,rtet
"l(3)07086",rtet
PF14_0607,PF14_0607
AT1G12390,AT1G12390
F5O11.11,AT1G12390
F5O11_11,AT1G12390
PF14_0352,PF14_0352
xseB,xseB
DVL1P1,DVL1
DSH,ADAR
DVL,DVL1
DVL-22,DVL1P1
DVL1,DVL1
DVL1L1,DVL1
DVL4,DVL1P1
elo-1,elo-1
Nacc1,Nacc1
2010001H03Rik,Nacc1
4930511N13Rik,Nacc1
Btbd14b,Nacc1
Nac1,Nacc1
CG14767,CG14767
CG8575,CG14767
DmelCG14767,CG14767
dmCG14767,CG14767
PFE0750c,PFE0750c
hhf1,hhf1
h4.1,hhf1
poe,poe
3420,poe
CG14472,poe
Calo,poe
DmelCG14472,poe
POE_DROME,poe
"ms(2)01659",poe
"ms(2)27C",poe
"ms(2)3420",poe
"ms(2)5970",poe
push,poe
CG4972,CG4972
DmelCG4972,CG4972
Q9VKZ7_DROME,CG4972
Hn,Hn
CG7399,Hn
DTPH,Hn
DmelCG7399,Hn
TPH,Hn
TRH,TRH
bu,Hn
SAC1,Sacm1l
L000001790,SAC1
RSD1,SAC1
phosphatidylinositol-3-phosphatase SAC1,SAC1
klp-11,klp-11
Ho,Ho
CG14716,Ho
CT34507,Ho
DmHO,Ho
DmelCG14716,Ho
dHO,Ho
MAB21L2,MAB21L2
MCOPS14,MAB21L2
pas-2,pas-2
CELE_D1054.2,pas-2
tag-166,pas-2
kek1,kek1
"BEST:GM02380",kek1
CG12283,kek1
CT18186,kek1
DmelCG12283,kek1
Dmkek1,kek1
GM02380,kek1
Kek,kek1
Kek-1,kek1
NB1,CD177
SD01674,kek1
kekon,kek1
"l(2)01433",kek1
"n(2)k07332",kek1
uns,kek1
bag102,bag102
bag1-b,bag102
LIPH,LIPC
ARWH2,LIPH
HYPT7,LIPH
LAH2,LIPH
LPDLR,LIPH
PLA1B,LIPH
mPA-PLA1,LIPH
FLYWCH1,FLYWCH1
NKTR,NKTR
p104,NKTR
CG10440,CG10440
DmelCG10440,CG10440
RIP1,UQCRFS1
L000001643,RIP1
ubiquinol--cytochrome-c reductase catalytic subunit RIP1,RIP1
MCR1,MCR1
L000003134,MCR1
CG4712,CG4712
DmelCG4712,CG4712
EMB2750,EMB2750
F24P17.10,EMB2750
F24P17_10,EMB2750
embryo defective 2750,EMB2750
DPBF2,DPBF2
AtbZIP67,DPBF2
basic leucine zipper transcription factor 67,DPBF2
C36C5.12,C36C5.12
CELE_C36C5.12,C36C5.12
KCNRG,KCNRG
DLTET,KCNRG
PRMT1,PRMT1
ANM1,PRMT1
HRMT1L2,PRMT1
IR1B4,PRMT1
Chga,Chga
ChrA,Chga
mcm-2,mcm-2
cah-6,cah-6
CELE_T28F2.3,cah-6
CG8102,CG8102
DmelCG8102,CG8102
CG17574,CG17574
"BcDNA:RH03863",CG17574
DmelCG17574,CG17574
nhr-264,nhr-264
CELE_F14A5.1,nhr-264
Diap1,Diap1
D18Wsu154e,Diap1
Dia1,Cyb5r3
Diaph1,Diap1
Drf1,dbf4b
mKIAA4062,Diap1
p140mDia,Diap1
R10D12.10,R10D12.10
CELE_R10D12.10,R10D12.10
YRB1,YRB1
CST20,CST20
HTN1,HTN1
L000001871,YRB1
L000002134,YRB1
S000029527,YRB1
SFO1,YRB1
STP52,YRB1
Apobec3,Apobec3
Arp3,Actr3
BC003314,Apobec3
Cem15,Apobec3
Rfv3,Apobec3
SPNCRNA.865,SPNCRNA.865
yccS,yccS
RSZ33,RSZ33
ARGININE/SERINE-RICH ZINC KNUCKLE-CONTAINING PROTEIN 33,RSZ33
ATRSZ33,RSZ33
F3G5.13,RSZ33
F3G5_13,RSZ33
ACAT2,SOAT2
EMB1276,ACAT2
EMBRYO DEFECTIVE 1276,ACAT2
MIF21.12,ACAT2
MIF21_12,ACAT2
acetoacetyl-CoA thiolase 2,ACAT2
iph1,iph1
irp1,iph1
mug138,iph1
Tf2-11,Tf2-11
SPBC8E4.11c,Tf2-11
tf2-1,Tf2-11
H32K16.1,H32K16.1
BTI2,BTI2
F8L21.10,BTI2
F8L21_10,BTI2
RTNLB2,BTI2
Reticulan like protein B2,BTI2
VIRB2-interacting protein 2,BTI2
OARD1,OARD1
C6orf130,OARD1
TARG1,NDRG1
dJ34B21.3,OARD1
Rnaseh2a,Rnaseh2a
2400006P09Rik,Rnaseh2a
bag101,bag101
bag1,bag101
bag1-a,bag101
Hist1h4b,Hist1h4b
AT5G16980,AT5G16980
F2K13.130,AT5G16980
F2K13_130,AT5G16980
UTS2R,UTS2R
GPR14,UTS2R
UR-2-R,Uts2r
UTR,SLC14A2
UTR2,UTR2
Wnt6,Wnt6
AA409270,Wnt6
Wnt-6,Wnt6
e2f3,e2f3
PSY2,SMEK2
EMB93,EMB93
EMBRYO DEFECTIVE 93,EMB93
SINGLET OXYGEN-LINKED DEATH ACTIVATOR 10,EMB93
SOLDAT10,EMB93
T17M13.22,EMB93
T17M13_22,EMB93
Y7A5A.1,Y7A5A.1
CELE_Y7A5A.1,Y7A5A.1
Ppp1r11,Ppp1r11
1500041B02Rik,Ppp1r11
AV117883,Ppp1r11
Hcgv,Ppp1r11
Tcte5,Ppp1r11
Tctex-5,Ppp1r11
Tctex5,Ppp1r11
nhr-49,nhr-49
CST3,HOS1
ARMD11,CST3
SYTL4,SYTL4
SLP4,S1PR4
dcm,dcm
RIOK3,RIOK3
SUDD,RIOK3
THOC3,THOC3
THO3,THOC3
hTREX45,THOC3
CG10395,CG10395
DmelCG10395,CG10395
TBX15,TBX15
TBX14,TBX15
yraM,yraM
RNU6ATAC,RNU6ATAC
RNU6ATAC1,RNU6ATAC
U6ATAC,RNU6ATAC
OAC1,OAC1
S000007413,OAC1
creB,creB
ECK4390,creB
JW4361,creB
yjjE,creB
higB,higB
ECK3073,higB
JW3054,higB
ygjN,ygjN
C42D4.2,C42D4.2
CELE_C42D4.2,C42D4.2
UPF3,UPF3A
L000002231,UPF3
L000003057,UPF3
S000029549,UPF3
SUA6,UPF3
SUP112,UPF3
CT45A9,CT45A9
glo1,glo1
SPBC21D10.03c,glo1
ITGA8,ITGA8
SPG5,SPG5
PSAK,PSAK
PSI-K,PSAK
T4K22.2,PSAK
T4K22_2,PSAK
photosystem I subunit K,PSAK
Vldlr,Vldlr
AA408956,Vldlr
AI451093,Vldlr
AW047288,Vldlr
F56D1.2,F56D1.2
ACR4,CR4
ACT domain repeat 4,ACR4
F4N2.2,ACR4
F4N2_2,ACR4
K07E3.4,K07E3.4
SAE1,CBC2
HSPC140,Sae1
UBLE1A,SAE1
Atg9a,Atg9a
AU019532,Atg9a
Apg9l1,Atg9a
Atg9,Atg9
Atg9l1,Atg9a
NF-YB2,NF-YB2
MNJ7.23,NF-YB2
MNJ7_23,NF-YB2
subunit B2,NF-YB2
vig2,vig2
"BcDNA:SD06613",vig2
CG11844,vig2
DmelCG11844,vig2
anon-WO0118547.290,vig2
C7_01990C_A,C7_01990C_A
C7_01990C,C7_01990C_A
C7_01990C_B,C7_01990C_A
CA4955,C7_01990C_A
CAWG_05549,C7_01990C_A
CaJ7.0227,C7_01990C_A
CaJ7_0227,C7_01990C_A
CaO19.13875,C7_01990C_A
CaO19.6522,C7_01990C_A
CaO19_6522,C7_01990C_A
CaO6.7638,C7_01990C_A
Contig4-3089_0035,C7_01990C_A
IPF20575.1,C7_01990C_A
IPF4580,C7_01990C_A
IPF4580.2,C7_01990C_A
orf19.13875,C7_01990C_A
orf19.6522,C7_01990C_A
orf19_6522,C7_01990C_A
orf6.7638,C7_01990C_A
WDR41,WDR41
PF11_0208,PF11_0208
DPH1,DPH1
KIF48,DPH1
CWS2,SDHB
IP,Ptgir
PGL4,SDHB
SDH1,Sdsl
SDHIP,SDHB
hemE,hemE
MAM3,MAML2
Cntn4,Cntn4
9630050B05,Cntn4
Axcam,Cntn4
BIG-2,CNTN4
6835,GS
CG32497,GS
CG33065,GS
CG6835,GS
DmelCG6835,GS
CG14207,CG14207
DmelCG14207,CG14207
Hsp20-like protein,CG14207
HspB8,CG14207
dHspB8,CG14207
AT1G68550,AT1G68550
T26J14.12,AT1G68550
T26J14_12,AT1G68550
UL21,UL21
AT1G80910,AT1G80910
F23A5.27,AT1G80910
F23A5_27,AT1G80910
PDE1B,PDE1B
PDE1B1,PDE1B
PDES1B,PDE1B
Hsf,Hsf
CG5748,Hsf
D-HSF,Hsf
Dm-Hsf,Hsf
DmHSF,Hsf
DmHSFa,Hsf
DmelCG5748,Hsf
HSFa,Hsf
dHSF,Hsf
dHSFa,Hsf
"l(2)03091",Hsf
F18H3.1,F18H3.1
FBXL5,CG2247
FBL4,FBXL4
FBL5,FBXL4
FLR1,FLR1
F54D11.4,F54D11.4
SPCC24B10.16c,SPCC24B10.16c
ygjK,ygjK
p24-1,p24-1
CG1967,p24-1
DmelCG1967,p24-1
"anon-EST:Liang-1.45",p24-1
clone 1.45,p24-1
p24,TPPP
p24.1,p24-1
p26/p24gamma4,p24-1
ATPsyn-gamma,ATPsyn-gamma
ATPG_DROME,ATPsyn-gamma
ATPsyn-gam,ATPsyn-gamma
CG7610,ATPsyn-gamma
DmelCG7610,ATPsyn-gamma
mae2,mae2
CG3163,CG3163
DmelCG3163,CG3163
PSMA5,Prosalpha5
PSC5,PSMB1
ZETA,PSMA5
SPCC757.02c,SPCC757.02c
LCN2,LCN2
24p3,Lcn2
MSFI,LCN2
NGAL,LCN2
AT5G04750,AT5G04750
MUK11.3,AT5G04750
CG3121,CG3121
DmelCG3121,CG3121
anon-WO0140519.109,CG3121
Cyp17a1,Cyp17a1
Cyp17,Cyp17a1
p450c17,Cyp17a1
MTR,MTR
HMAG,MTR
MS,Mtr
cblG,MTR
Napa,Napa
1500039N14Rik,Napa
AW209189,Napa
RA81,Napa
SNAPA,NAPSA
a-SNAP,Napa
hyh,Napa
yehX,yehX
WDFY3,WDFY3
ALFY,Wdfy3
ZFYVE25,Wdfy3
Mapt,Mapt
AI413597,Mapt
AW045860,Mapt
Mtapt,Mapt
Tau,Mapt
afd-1,afd-1
CG9466,CG9466
DmelCG9466,CG9466
Aes,Aes
AL024115,Aes
Esp1,Aes
Grg,Aes
Grg-5,AES
Grg5,Aes
Tle5,Aes
ard-1,ard-1
his-8,his-8
CELE_F45F2.12,his-8
ydaY,ydaY
ppdB,ppdB
